city,date,fare,ride_id
Amandaburgh,2019-01-21 00:00:00,9.26,5.53E+12
South Evanton,2019-04-25 00:00:00,26.84,1.54E+12
Port Samanthamouth,2019-03-25 00:00:00,34.94,8.22E+11
South Michelleport,2019-03-13 00:00:00,10.44,5.68E+12
North Madeline,2019-01-14 00:00:00,31.88,8.71E+12
Hurleymouth,2019-03-17 00:00:00,29.95,5.23E+12
Port David,2019-04-10 00:00:00,26.68,5.36E+12
Pattyland,2019-02-10 00:00:00,24.39,7.26E+12
Liumouth,2019-03-17 00:00:00,19.05,9.12E+12
Robertport,2019-04-03 00:00:00,15.14,6.67E+12
Hurleymouth,2019-04-01 00:00:00,9.94,4.06E+12
West Samuelburgh,2019-04-17 00:00:00,15.03,4.02E+12
South Phillip,2019-03-18 00:00:00,17.57,8.43E+12
West Josephberg,2019-01-29 00:00:00,7.58,6.14E+12
Roberthaven,2019-02-16 00:00:00,14.95,6.65E+12
West Christopherberg,2019-03-27 00:00:00,21.55,2.20E+12
Christopherfurt,2019-03-30 00:00:00,31.3,7.46E+12
Hurleymouth,2019-02-01 00:00:00,22.39,6.07E+12
Port Frank,2019-03-16 00:00:00,30.24,1.45E+12
Lake Danielberg,2019-01-16 00:00:00,20.07,8.45E+12
West Ericstad,2019-03-28 00:00:00,22.28,3.14E+12
Karenside,2019-03-11 00:00:00,44.29,3.27E+12
South Evanton,2019-03-17 00:00:00,36.31,2.78E+12
West Heidi,2019-05-05 00:00:00,37.75,3.65E+12
Robertport,2019-02-28 00:00:00,13.39,6.81E+11
South Jack,2019-01-05 00:00:00,13.14,6.81E+12
West Josephberg,2019-02-28 00:00:00,11.1,3.53E+12
Port Frank,2019-03-26 00:00:00,28.83,8.90E+11
Barajasview,2019-02-19 00:00:00,26.83,9.37E+11
Justinberg,2019-01-03 00:00:00,5.81,9.26E+12
North Barbara,2019-04-17 00:00:00,39.18,3.50E+12
West Angela,2019-03-08 00:00:00,4.92,5.45E+12
South Latoya,2019-03-19 00:00:00,30.03,9.56E+12
Hurleymouth,2019-01-18 00:00:00,4.66,8.62E+12
Johnton,2019-04-05 00:00:00,22.87,1.03E+12
Carriemouth,2019-03-27 00:00:00,38.69,4.41E+12
Reynoldsfurt,2019-04-19 00:00:00,13.63,7.99E+12
Christopherfurt,2019-03-16 00:00:00,19.61,2.29E+12
Liumouth,2019-04-28 00:00:00,5.42,8.03E+12
New Kimberlyborough,2019-03-19 00:00:00,15.78,6.41E+12
Martinezhaven,2019-03-07 00:00:00,23.55,7.39E+12
East Kaylahaven,2019-04-06 00:00:00,35.79,8.93E+12
Simpsonburgh,2019-04-26 00:00:00,33.71,2.60E+12
Lake Jonathanshire,2019-01-28 00:00:00,5.67,9.76E+12
Robertport,2019-04-19 00:00:00,39.57,3.97E+12
South Karenland,2019-03-20 00:00:00,33.24,3.10E+12
Raymondhaven,2019-03-07 00:00:00,17.66,9.26E+12
Port David,2019-02-18 00:00:00,20.16,1.85E+12
Royland,2019-02-20 00:00:00,38.28,3.62E+12
East Kaylahaven,2019-01-29 00:00:00,41.62,7.16E+12
Valentineton,2019-02-23 00:00:00,19.99,9.66E+12
Martinezhaven,2019-03-12 00:00:00,21.18,4.05E+12
South Phillip,2019-02-19 00:00:00,28.62,4.41E+12
Royland,2019-05-04 00:00:00,15.14,4.99E+12
West Heidi,2019-02-05 00:00:00,24.32,4.26E+11
East Kaylahaven,2019-02-28 00:00:00,33.72,1.22E+12
New Kimberlyborough,2019-04-03 00:00:00,14.73,9.08E+12
South Karenland,2019-01-10 00:00:00,37.58,7.17E+12
Richardfort,2019-02-03 00:00:00,29.04,4.98E+12
Justinberg,2019-03-10 00:00:00,22.43,5.55E+12
Huntermouth,2019-03-21 00:00:00,32.42,3.39E+12
Roberthaven,2019-03-22 00:00:00,34.69,1.77E+12
West Heidi,2019-03-11 00:00:00,43.45,4.65E+12
Raymondhaven,2019-02-17 00:00:00,39.7,3.25E+12
Karenside,2019-04-16 00:00:00,39.32,3.16E+12
Rogerston,2019-03-16 00:00:00,43.82,4.72E+12
Port Johnbury,2019-04-28 00:00:00,36.42,2.74E+11
West Josephberg,2019-01-18 00:00:00,43.85,9.65E+12
North Jasmine,2019-02-05 00:00:00,19.21,6.79E+12
Loganberg,2019-04-10 00:00:00,35.97,8.83E+12
Barajasview,2019-04-15 00:00:00,17.76,8.10E+12
New Paulton,2019-04-17 00:00:00,44.43,3.38E+11
West Angela,2019-01-19 00:00:00,40.4,7.41E+11
North Jasmine,2019-02-18 00:00:00,31.49,9.76E+12
North Barbara,2019-02-11 00:00:00,43.26,8.97E+12
Rogerston,2019-03-02 00:00:00,25.14,1.72E+12
Williamsstad,2019-02-21 00:00:00,4.9,7.18E+12
South Jack,2019-01-14 00:00:00,40.65,5.44E+12
West Anthony,2019-04-15 00:00:00,43.82,4.38E+12
Royland,2019-02-12 00:00:00,44.33,5.32E+12
West Angela,2019-04-03 00:00:00,23.52,4.84E+12
Liumouth,2019-02-22 00:00:00,6.39,8.12E+12
Amandaburgh,2019-04-19 00:00:00,6.27,4.40E+12
West Ericstad,2019-01-23 00:00:00,10.12,8.04E+12
South Jack,2019-01-15 00:00:00,5.58,1.79E+12
Barajasview,2019-05-02 00:00:00,17.12,4.63E+12
Amandaburgh,2019-03-20 00:00:00,27.45,3.70E+12
East Kaylahaven,2019-03-17 00:00:00,8.62,1.95E+12
Port Samanthamouth,2019-01-27 00:00:00,28.46,8.83E+11
New Paulville,2019-01-25 00:00:00,15.04,7.53E+12
West Anthony,2019-04-03 00:00:00,10.56,3.76E+12
Raymondhaven,2019-01-06 00:00:00,21.19,9.47E+12
Rogerston,2019-01-03 00:00:00,36.28,7.09E+12
Port David,2019-04-02 00:00:00,41.14,2.69E+12
North Markport,2019-02-08 00:00:00,34.69,2.74E+12
West Angela,2019-03-04 00:00:00,20.72,1.78E+12
South Michelleport,2019-04-21 00:00:00,21.98,5.89E+12
Port Frank,2019-02-10 00:00:00,40.82,6.39E+12
Rogerston,2019-02-14 00:00:00,19.42,8.77E+12
Joneschester,2019-04-02 00:00:00,10.52,4.97E+12
South Karenland,2019-03-17 00:00:00,23.26,5.57E+11
West Angela,2019-05-05 00:00:00,23.66,9.19E+12
Royland,2019-02-10 00:00:00,11.24,4.95E+12
Christopherfurt,2019-01-30 00:00:00,6.32,4.29E+12
Barajasview,2019-04-09 00:00:00,39.36,1.80E+12
Christopherfurt,2019-02-08 00:00:00,25.76,9.52E+11
Leahton,2019-01-13 00:00:00,9.37,4.67E+12
Port Angela,2019-04-15 00:00:00,20.16,6.49E+12
Loganberg,2019-01-13 00:00:00,41.86,7.05E+12
West Heidi,2019-02-24 00:00:00,40.8,4.27E+12
Robertport,2019-02-24 00:00:00,8.48,2.89E+12
Karenside,2019-03-14 00:00:00,16.31,8.82E+12
West Christopherberg,2019-03-20 00:00:00,42.83,6.90E+12
West Gabriel,2019-01-15 00:00:00,13.38,7.56E+12
Simpsonburgh,2019-04-01 00:00:00,25.65,2.87E+12
West Robert,2019-05-04 00:00:00,5.36,9.80E+12
Loganberg,2019-02-17 00:00:00,44.47,3.54E+12
West Anthony,2019-04-20 00:00:00,11.85,4.27E+12
Jerryton,2019-05-01 00:00:00,4.97,8.10E+12
North Jasmine,2019-03-04 00:00:00,42.58,8.86E+12
North Madeline,2019-01-26 00:00:00,5.59,3.68E+12
Royland,2019-03-25 00:00:00,7.09,5.66E+12
New Paulton,2019-01-21 00:00:00,18.3,3.72E+12
Richardfort,2019-02-08 00:00:00,16.55,2.27E+12
Barajasview,2019-02-03 00:00:00,39.39,9.44E+12
Pattyland,2019-04-18 00:00:00,28.66,2.34E+12
West Christopherberg,2019-02-17 00:00:00,4.4,4.35E+12
Grahamburgh,2019-02-25 00:00:00,14.51,6.16E+12
New Kimberlyborough,2019-04-11 00:00:00,12.01,1.36E+11
North Madeline,2019-05-02 00:00:00,11.94,7.53E+12
Simpsonburgh,2019-04-12 00:00:00,22.45,7.81E+12
Martinezhaven,2019-02-16 00:00:00,15.33,9.81E+12
West Heidi,2019-03-30 00:00:00,11.15,2.26E+12
Christopherfurt,2019-04-12 00:00:00,22.91,5.93E+12
Karenside,2019-04-28 00:00:00,39.41,4.71E+12
Rogerston,2019-04-01 00:00:00,28.54,9.96E+12
West Samuelburgh,2019-02-19 00:00:00,17.77,7.61E+12
Joneschester,2019-03-17 00:00:00,15.35,2.31E+12
West Heidi,2019-02-27 00:00:00,35.19,7.00E+12
West Heidi,2019-03-02 00:00:00,23.55,6.48E+12
Roberthaven,2019-03-30 00:00:00,16.2,2.95E+12
Karenberg,2019-04-07 00:00:00,16.11,4.81E+12
Port Angela,2019-03-08 00:00:00,23.06,2.75E+12
Hurleymouth,2019-02-07 00:00:00,36.7,1.75E+11
Simpsonburgh,2019-03-31 00:00:00,24.16,9.71E+12
South Jack,2019-03-14 00:00:00,18.66,3.51E+12
New Jacobville,2019-03-10 00:00:00,10.63,6.50E+11
Williamsstad,2019-04-16 00:00:00,32.43,7.18E+12
Port Johnbury,2019-03-27 00:00:00,38.99,4.12E+12
North Jasmine,2019-02-17 00:00:00,35.11,6.62E+12
South Jack,2019-01-03 00:00:00,4.95,9.01E+12
Pattyland,2019-04-23 00:00:00,13.01,9.35E+12
Raymondhaven,2019-02-16 00:00:00,24.31,8.96E+12
Joneschester,2019-04-24 00:00:00,9.78,9.67E+11
North Jason,2019-02-19 00:00:00,15.87,7.79E+12
Williamsstad,2019-02-22 00:00:00,20.56,5.81E+12
West Christopherberg,2019-02-19 00:00:00,40.98,7.52E+11
South Karenland,2019-03-19 00:00:00,23.07,5.76E+12
Rodneyfort,2019-03-07 00:00:00,7.78,2.86E+12
Lake Scottton,2019-02-05 00:00:00,24.54,3.77E+12
Royland,2019-01-26 00:00:00,14.68,1.75E+12
Martinezhaven,2019-01-21 00:00:00,42.75,9.06E+12
West Patrickchester,2019-03-17 00:00:00,17.38,3.07E+12
Raymondhaven,2019-03-31 00:00:00,36.29,8.96E+12
West Robert,2019-03-06 00:00:00,22.86,2.32E+12
South Evanton,2019-02-25 00:00:00,15.06,8.87E+12
West Christopherberg,2019-03-07 00:00:00,32.27,2.18E+12
West Josephberg,2019-04-19 00:00:00,42.53,6.11E+12
Liumouth,2019-03-06 00:00:00,23.53,2.43E+12
West Christopherberg,2019-02-10 00:00:00,8.42,8.36E+11
Hurleymouth,2019-02-23 00:00:00,18.15,6.05E+12
Port Angela,2019-02-26 00:00:00,28.52,6.78E+12
West Samuelburgh,2019-01-31 00:00:00,14.11,6.04E+12
North Barbara,2019-04-06 00:00:00,26.64,9.29E+11
Rodneyfort,2019-04-29 00:00:00,44.28,6.98E+12
North Jason,2019-04-05 00:00:00,31.89,9.99E+12
Port David,2019-02-11 00:00:00,10.05,6.92E+12
Raymondhaven,2019-01-27 00:00:00,41.76,7.33E+12
Barajasview,2019-03-12 00:00:00,37.05,1.83E+12
Liumouth,2019-01-17 00:00:00,33.29,3.42E+12
North Barbara,2019-03-24 00:00:00,4.05,5.34E+12
Valentineton,2019-04-03 00:00:00,18.62,5.55E+11
West Samuelburgh,2019-04-17 00:00:00,10.58,2.07E+12
Carriemouth,2019-01-15 00:00:00,24.13,7.42E+12
Carriemouth,2019-05-08 00:00:00,21.99,1.18E+11
Erikaland,2019-02-21 00:00:00,12.44,2.71E+12
Grahamburgh,2019-01-18 00:00:00,23.35,8.08E+12
East Kaylahaven,2019-01-29 00:00:00,9.81,2.06E+12
Carriemouth,2019-02-04 00:00:00,24.87,6.02E+12
Justinberg,2019-04-14 00:00:00,24.34,1.49E+12
Pattyland,2019-01-01 00:00:00,42.11,9.61E+12
Royland,2019-04-09 00:00:00,22.89,5.16E+12
Huntermouth,2019-03-14 00:00:00,30.49,9.54E+12
Huntermouth,2019-01-17 00:00:00,41.48,7.80E+12
Huntermouth,2019-02-03 00:00:00,31.43,4.78E+12
South Evanton,2019-02-21 00:00:00,34.21,5.09E+12
West Robert,2019-04-12 00:00:00,32.48,7.54E+12
Raymondhaven,2019-03-02 00:00:00,5.19,4.18E+12
Port Frank,2019-04-02 00:00:00,13.55,4.85E+12
West Heidi,2019-03-18 00:00:00,4.29,4.32E+12
Amandaburgh,2019-04-01 00:00:00,24.29,2.00E+12
Liumouth,2019-02-27 00:00:00,43.31,1.51E+12
Barajasview,2019-03-15 00:00:00,28.3,1.31E+12
New Kimberlyborough,2019-03-19 00:00:00,27.37,5.33E+11
West Samuelburgh,2019-01-06 00:00:00,43.05,9.81E+12
Lake Scottton,2019-01-28 00:00:00,23.95,9.48E+12
North Jason,2019-01-14 00:00:00,26.58,8.64E+12
East Kaylahaven,2019-03-23 00:00:00,4.64,1.91E+12
Johnton,2019-03-15 00:00:00,43.5,7.13E+12
Roberthaven,2019-02-22 00:00:00,27.48,9.42E+12
Robertport,2019-01-25 00:00:00,44.75,6.71E+12
Joneschester,2019-02-16 00:00:00,9.48,4.16E+12
Johnton,2019-05-02 00:00:00,32.38,8.95E+12
West Anthony,2019-02-19 00:00:00,27.9,4.27E+12
Martinezhaven,2019-03-11 00:00:00,7.01,7.64E+12
Port Johnbury,2019-03-30 00:00:00,15.17,4.90E+12
Williamsview,2019-04-07 00:00:00,19.19,8.05E+12
West Robert,2019-02-23 00:00:00,33.24,3.06E+12
Barajasview,2019-03-19 00:00:00,26.6,5.62E+12
Williamsstad,2019-05-06 00:00:00,40.79,8.72E+12
Justinberg,2019-01-22 00:00:00,38.3,1.29E+12
Justinberg,2019-04-16 00:00:00,16.58,1.48E+12
Carriemouth,2019-02-17 00:00:00,22.66,3.72E+12
South Evanton,2019-04-10 00:00:00,30.36,5.25E+12
Simpsonburgh,2019-02-14 00:00:00,30,7.64E+12
New Kimberlyborough,2019-01-07 00:00:00,15.22,7.02E+12
Richardfort,2019-04-03 00:00:00,40.77,9.50E+12
Williamsview,2019-01-05 00:00:00,21.59,6.18E+12
Carriemouth,2019-01-04 00:00:00,31.99,4.87E+12
West Christopherberg,2019-04-06 00:00:00,25.31,3.28E+12
New Jacobville,2019-04-10 00:00:00,42.92,4.02E+12
Karenberg,2019-04-23 00:00:00,26.92,9.69E+12
Johnton,2019-02-28 00:00:00,12.02,6.67E+12
Amandaburgh,2019-04-20 00:00:00,16.27,3.51E+12
Port Frank,2019-04-25 00:00:00,19.43,7.79E+12
Martinezhaven,2019-02-03 00:00:00,11.61,3.42E+12
Joneschester,2019-03-09 00:00:00,39.32,1.55E+12
West Robert,2019-04-07 00:00:00,40.69,5.03E+11
West Heidi,2019-02-06 00:00:00,40.55,6.26E+12
Lake Jonathanshire,2019-01-24 00:00:00,34.65,3.32E+12
Johnton,2019-01-22 00:00:00,24.17,7.41E+12
South Karenland,2019-01-31 00:00:00,36.28,9.22E+12
Liumouth,2019-01-05 00:00:00,27.02,3.77E+12
Port Angela,2019-02-08 00:00:00,15.58,7.39E+12
Johnton,2019-02-26 00:00:00,18.76,6.36E+12
Pattyland,2019-02-05 00:00:00,28.81,1.15E+11
Deanville,2019-04-26 00:00:00,28.44,3.33E+12
West Anthony,2019-03-03 00:00:00,20.71,7.55E+12
South Phillip,2019-02-28 00:00:00,42.2,9.81E+12
North Jason,2019-01-05 00:00:00,16.22,3.84E+12
Loganberg,2019-01-31 00:00:00,13.69,4.07E+12
Port Frank,2019-01-27 00:00:00,38.97,5.94E+12
South Evanton,2019-03-06 00:00:00,44.41,2.76E+12
West Angela,2019-01-22 00:00:00,32.18,4.24E+12
Rodneyfort,2019-04-12 00:00:00,27.81,5.67E+12
Carriemouth,2019-04-28 00:00:00,37.35,4.81E+12
Hurleymouth,2019-02-28 00:00:00,44.85,5.10E+12
Lake Danielberg,2019-03-20 00:00:00,33.9,25082058503
Lake Jonathanshire,2019-03-24 00:00:00,14.94,1.67E+12
Williamsview,2019-05-04 00:00:00,32.8,2.68E+12
West Josephberg,2019-02-19 00:00:00,4.07,1.35E+12
Christopherfurt,2019-04-06 00:00:00,27.46,7.40E+12
South Phillip,2019-02-01 00:00:00,39.27,5.31E+12
New Paulville,2019-02-18 00:00:00,38.97,1.73E+12
Grahamburgh,2019-03-24 00:00:00,32.17,2.40E+12
Port Johnbury,2019-02-08 00:00:00,7.63,3.50E+12
Port David,2019-03-04 00:00:00,23.7,6.49E+12
West Ericstad,2019-04-13 00:00:00,22.39,5.77E+12
Karenside,2019-05-03 00:00:00,32.68,9.19E+12
Valentineton,2019-02-25 00:00:00,10.21,4.60E+12
Martinezhaven,2019-03-21 00:00:00,39.26,9.87E+12
Huntermouth,2019-03-21 00:00:00,27.96,3.03E+12
Rogerston,2019-03-18 00:00:00,8.58,4.18E+12
West Angela,2019-03-07 00:00:00,14.8,5.02E+12
Rodneyfort,2019-03-15 00:00:00,30.83,4.18E+12
North Jasmine,2019-04-24 00:00:00,28.24,8.27E+12
Raymondhaven,2019-01-25 00:00:00,14.65,3.91E+12
Richardfort,2019-02-19 00:00:00,27.11,8.69E+12
West Josephberg,2019-03-16 00:00:00,10.04,6.78E+12
Erikaland,2019-05-07 00:00:00,22.72,5.59E+12
Royland,2019-01-15 00:00:00,4.1,9.41E+12
Roberthaven,2019-03-27 00:00:00,11.51,9.19E+12
Justinberg,2019-04-16 00:00:00,27.1,1.85E+12
East Kaylahaven,2019-01-04 00:00:00,24.37,5.74E+12
North Jason,2019-02-22 00:00:00,18.67,1.90E+11
Karenside,2019-02-12 00:00:00,25.58,6.57E+12
Raymondhaven,2019-02-28 00:00:00,11.26,3.12E+12
Amandaburgh,2019-03-13 00:00:00,13.88,6.22E+12
Amandaburgh,2019-04-22 00:00:00,42.52,1.90E+12
New Jacobville,2019-04-27 00:00:00,37.6,8.78E+12
West Ericstad,2019-04-19 00:00:00,5.75,3.50E+12
Christopherfurt,2019-01-04 00:00:00,15.47,1.47E+12
Port David,2019-03-27 00:00:00,18.43,4.64E+12
Martinezhaven,2019-02-15 00:00:00,15.93,9.62E+12
West Robert,2019-02-27 00:00:00,22.81,5.71E+12
South Michelleport,2019-03-08 00:00:00,27.42,3.75E+12
Robertport,2019-05-03 00:00:00,31.62,4.85E+12
West Anthony,2019-02-04 00:00:00,20.09,4.22E+12
West Angela,2019-03-20 00:00:00,23.83,8.75E+12
South Michelleport,2019-05-07 00:00:00,4.47,2.89E+11
New Paulville,2019-05-01 00:00:00,10.3,1.06E+12
Justinberg,2019-02-19 00:00:00,36.27,7.29E+12
Leahton,2019-01-08 00:00:00,39.81,4.58E+11
Justinberg,2019-02-01 00:00:00,31.07,2.74E+12
South Latoya,2019-02-12 00:00:00,28.92,5.78E+12
Williamsview,2019-02-08 00:00:00,25.3,2.32E+12
Joneschester,2019-01-15 00:00:00,13.43,2.24E+12
Williamsstad,2019-01-06 00:00:00,43.5,2.05E+12
South Karenland,2019-01-25 00:00:00,31.02,5.00E+11
Carriemouth,2019-04-01 00:00:00,27.84,6.59E+12
Valentineton,2019-01-01 00:00:00,12.31,4.76E+12
Christopherfurt,2019-03-12 00:00:00,35.57,8.29E+12
Huntermouth,2019-02-05 00:00:00,28.58,3.14E+11
Deanville,2019-02-17 00:00:00,25.33,2.75E+12
North Barbara,2019-05-05 00:00:00,26.54,4.33E+12
West Angela,2019-01-25 00:00:00,41.05,4.60E+12
Martinezhaven,2019-04-15 00:00:00,35.45,4.82E+12
West Anthony,2019-01-12 00:00:00,37.66,4.10E+11
West Samuelburgh,2019-04-25 00:00:00,26.44,4.34E+12
West Josephberg,2019-04-29 00:00:00,28.73,1.73E+12
Liumouth,2019-04-11 00:00:00,15.55,6.83E+12
Karenside,2019-04-04 00:00:00,42.27,6.77E+12
Loganberg,2019-04-04 00:00:00,25.93,1.86E+11
Johnton,2019-01-21 00:00:00,28.59,5.60E+12
Carriemouth,2019-03-08 00:00:00,34.32,7.98E+12
South Latoya,2019-01-02 00:00:00,43.72,3.90E+11
South Phillip,2019-03-25 00:00:00,7.04,7.93E+12
Lake Danielberg,2019-03-21 00:00:00,14.12,8.57E+12
Jerryton,2019-01-27 00:00:00,5.21,2.37E+12
Simpsonburgh,2019-04-28 00:00:00,10.07,2.99E+12
Amandaburgh,2019-02-06 00:00:00,11.93,7.55E+12
Karenberg,2019-02-14 00:00:00,11.06,4.34E+12
Jerryton,2019-01-16 00:00:00,22.26,9.74E+11
East Kaylahaven,2019-03-27 00:00:00,25.29,4.84E+12
Pattyland,2019-02-11 00:00:00,33.21,1.33E+12
South Michelleport,2019-02-06 00:00:00,25.58,6.81E+12
Martinezhaven,2019-02-23 00:00:00,15.48,5.95E+12
Loganberg,2019-01-05 00:00:00,5.92,5.33E+12
New Paulville,2019-04-13 00:00:00,8.69,5.92E+11
South Evanton,2019-01-10 00:00:00,37.03,4.82E+12
Port Angela,2019-02-06 00:00:00,24.47,1.47E+12
West Gabriel,2019-04-21 00:00:00,4.96,2.69E+12
New Kimberlyborough,2019-03-28 00:00:00,10.91,9.35E+11
West Anthony,2019-04-16 00:00:00,17.47,5.71E+12
West Gabriel,2019-01-16 00:00:00,25.97,6.59E+12
Karenside,2019-01-24 00:00:00,9.39,4.83E+12
Liumouth,2019-01-01 00:00:00,37.91,5.67E+12
Grahamburgh,2019-04-20 00:00:00,40.06,5.16E+12
Christopherfurt,2019-05-07 00:00:00,6.39,7.61E+12
West Gabriel,2019-05-01 00:00:00,27.45,2.83E+12
West Heidi,2019-01-17 00:00:00,5.78,9.11E+12
West Angela,2019-01-04 00:00:00,20.33,1.92E+12
Christopherfurt,2019-03-25 00:00:00,7.19,6.89E+12
Robertport,2019-03-25 00:00:00,35.29,7.88E+12
Royland,2019-01-16 00:00:00,4.89,8.05E+12
Huntermouth,2019-03-19 00:00:00,15.05,1.68E+12
North Madeline,2019-04-07 00:00:00,11.92,7.37E+11
East Kaylahaven,2019-01-07 00:00:00,5.56,4.66E+12
Loganberg,2019-04-18 00:00:00,22.51,3.21E+12
North Jason,2019-01-23 00:00:00,6.54,5.61E+12
South Latoya,2019-01-31 00:00:00,14.82,6.96E+12
Karenberg,2019-03-09 00:00:00,35.68,8.63E+12
West Anthony,2019-05-01 00:00:00,23.76,2.93E+12
Williamsstad,2019-03-25 00:00:00,42.93,2.21E+12
Port Angela,2019-02-06 00:00:00,11.39,6.11E+12
Karenside,2019-02-24 00:00:00,27.64,8.06E+12
East Kaylahaven,2019-03-21 00:00:00,9.42,1.47E+12
South Michelleport,2019-03-23 00:00:00,14.72,4.91E+11
Pattyland,2019-01-14 00:00:00,40.21,5.83E+12
Port Samanthamouth,2019-02-28 00:00:00,38.42,2.11E+12
Reynoldsfurt,2019-04-11 00:00:00,42.97,1.39E+12
Pattyland,2019-03-27 00:00:00,8.57,3.07E+12
North Jasmine,2019-04-24 00:00:00,14.11,4.19E+12
North Madeline,2019-03-31 00:00:00,21.24,6.54E+11
West Anthony,2019-02-11 00:00:00,15.55,5.99E+12
Lake Danielberg,2019-01-28 00:00:00,25.98,1.42E+12
Royland,2019-02-19 00:00:00,13.02,1.86E+11
Reynoldsfurt,2019-03-08 00:00:00,6.08,2.57E+12
Roberthaven,2019-02-09 00:00:00,11.71,8.18E+12
South Evanton,2019-02-25 00:00:00,15.94,2.73E+12
Grahamburgh,2019-03-04 00:00:00,34.93,5.94E+12
West Ericstad,2019-03-29 00:00:00,40.29,8.10E+11
Port Frank,2019-02-17 00:00:00,32.44,5.39E+12
Lake Danielberg,2019-02-08 00:00:00,22.74,9.52E+12
Erikaland,2019-03-24 00:00:00,4.07,6.56E+12
Port David,2019-02-11 00:00:00,38,7.77E+12
North Barbara,2019-04-27 00:00:00,16.89,5.10E+12
Simpsonburgh,2019-02-27 00:00:00,13.38,1.58E+12
North Jason,2019-01-23 00:00:00,32.77,2.99E+12
Simpsonburgh,2019-01-06 00:00:00,27.2,3.68E+12
South Phillip,2019-04-18 00:00:00,35.7,4.75E+12
South Karenland,2019-03-16 00:00:00,4.87,2.39E+12
New Paulville,2019-03-14 00:00:00,20.26,8.81E+12
Johnton,2019-02-14 00:00:00,43.93,5.44E+12
Port Johnbury,2019-02-27 00:00:00,11.33,3.23E+12
Joneschester,2019-03-12 00:00:00,21.17,1.58E+12
West Samuelburgh,2019-02-12 00:00:00,6.76,8.53E+12
Huntermouth,2019-04-28 00:00:00,31.43,6.66E+12
Deanville,2019-04-01 00:00:00,22.65,7.00E+12
Leahton,2019-02-15 00:00:00,25.84,9.24E+12
Hurleymouth,2019-04-13 00:00:00,40.93,4.92E+12
West Anthony,2019-03-21 00:00:00,15.64,4.75E+12
Karenside,2019-01-23 00:00:00,37.62,1.95E+12
West Gabriel,2019-02-28 00:00:00,31.82,4.15E+12
Carriemouth,2019-03-26 00:00:00,26.91,7.85E+12
South Michelleport,2019-03-01 00:00:00,24.55,9.79E+12
Rodneyfort,2019-05-05 00:00:00,22.24,5.39E+12
Deanville,2019-03-07 00:00:00,31.08,9.71E+12
Reynoldsfurt,2019-05-04 00:00:00,8.81,3.24E+12
Justinberg,2019-04-27 00:00:00,18.99,3.03E+12
Huntermouth,2019-03-02 00:00:00,10.89,1.65E+12
West Robert,2019-02-27 00:00:00,8.37,4.90E+11
Port Angela,2019-02-14 00:00:00,42.04,8.97E+11
South Karenland,2019-01-09 00:00:00,44.44,3.18E+12
Port David,2019-03-24 00:00:00,25.65,2.08E+12
Liumouth,2019-01-04 00:00:00,9.1,8.15E+12
Simpsonburgh,2019-01-18 00:00:00,15.36,5.20E+12
South Evanton,2019-04-14 00:00:00,19.53,8.35E+12
West Heidi,2019-04-06 00:00:00,25.06,8.92E+12
Port Frank,2019-01-14 00:00:00,43.27,4.91E+11
East Kaylahaven,2019-02-23 00:00:00,15.94,1.60E+12
North Madeline,2019-01-28 00:00:00,42.24,5.83E+11
Liumouth,2019-04-14 00:00:00,38.95,14588103145
North Madeline,2019-03-06 00:00:00,26.34,1.88E+12
Williamsview,2019-04-15 00:00:00,44.74,2.76E+12
North Barbara,2019-03-16 00:00:00,25.06,9.75E+12
South Evanton,2019-02-07 00:00:00,7.69,9.01E+12
Williamsstad,2019-04-26 00:00:00,18.92,1.61E+12
Rodneyfort,2019-01-12 00:00:00,7.05,4.24E+12
Karenside,2019-04-19 00:00:00,26.45,9.29E+12
New Paulton,2019-01-13 00:00:00,29.9,4.09E+12
West Robert,2019-01-17 00:00:00,12.71,8.50E+12
Jerryton,2019-02-14 00:00:00,24.49,3.08E+12
Karenberg,2019-01-16 00:00:00,41.26,3.36E+12
Christopherfurt,2019-05-03 00:00:00,14.43,5.64E+12
Grahamburgh,2019-03-27 00:00:00,4.63,7.32E+12
New Kimberlyborough,2019-03-02 00:00:00,6.08,3.87E+12
North Madeline,2019-03-04 00:00:00,6.19,5.47E+11
North Jason,2019-03-12 00:00:00,5.76,5.11E+12
Liumouth,2019-03-16 00:00:00,34.2,2.54E+12
New Jacobville,2019-04-21 00:00:00,13.53,5.57E+12
Justinberg,2019-04-24 00:00:00,28.76,6.49E+12
West Anthony,2019-03-13 00:00:00,5.03,1.18E+12
Raymondhaven,2019-01-13 00:00:00,17.33,2.83E+12
Royland,2019-03-22 00:00:00,23.31,2.83E+12
Rogerston,2019-01-30 00:00:00,8.87,5.69E+12
West Anthony,2019-05-03 00:00:00,21.38,9.17E+12
Port Frank,2019-04-06 00:00:00,21.02,9.71E+12
Lake Jonathanshire,2019-04-11 00:00:00,12.81,6.00E+12
South Phillip,2019-01-17 00:00:00,23.46,2.63E+12
South Karenland,2019-03-03 00:00:00,22.44,7.46E+12
Port Samanthamouth,2019-04-18 00:00:00,23.56,8.73E+12
Huntermouth,2019-01-10 00:00:00,43.01,7.58E+12
Joneschester,2019-04-22 00:00:00,9.7,8.59E+12
West Anthony,2019-04-22 00:00:00,19.95,1.21E+12
North Jasmine,2019-04-11 00:00:00,27.54,5.00E+12
